Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Income_Group,Loan_Status_Label,Credit_Risk
LP002560,Male,No,0,Not Graduate,No,2699,2785,96,360,1,Semiurban,Y,5484,High,Approved,Low Risk
LP002562,Male,Yes,1,Not Graduate,No,5333,1131,186,360,1,Urban,Y,6464,High,Approved,Low Risk
LP002571,Male,No,0,Not Graduate,No,3691,0,110,360,1,Rural,Y,3691,Medium,Approved,Low Risk
LP002582,Female,No,0,Not Graduate,Yes,17263,0,225,360,1,Semiurban,Y,17263,Very High,Approved,Low Risk
LP002585,Male,Yes,0,Graduate,No,3597,2157,119,360,0,Rural,N,5754,High,Rejected,High Risk
LP002586,Female,Yes,1,Graduate,No,3326,913,105,84,1,Semiurban,Y,4239,Medium,Approved,Low Risk
LP002587,Male,Yes,0,Not Graduate,No,2600,1700,107,360,1,Rural,Y,4300,Medium,Approved,Low Risk
LP002588,Male,Yes,0,Graduate,No,4625,2857,111,12,1,Urban,Y,7482,High,Approved,Low Risk
LP002600,Male,Yes,1,Graduate,Yes,2895,0,95,360,1,Semiurban,Y,2895,Medium,Approved,Low Risk
LP002602,Male,No,0,Graduate,No,6283,4416,209,360,0,Rural,N,10699,Very High,Rejected,High Risk
LP002603,Female,No,0,Graduate,No,645,3683,113,480,1,Rural,Y,4328,Medium,Approved,Low Risk
LP002606,Female,No,0,Graduate,No,3159,0,100,360,1,Semiurban,Y,3159,Medium,Approved,Low Risk
LP002615,Male,Yes,2,Graduate,No,4865,5624,208,360,1,Semiurban,Y,10489,Very High,Approved,Low Risk
LP002618,Male,Yes,1,Not Graduate,No,4050,5302,138,360,1,Rural,N,9352,High,Rejected,Low Risk
LP002619,Male,Yes,0,Not Graduate,No,3814,1483,124,300,1,Semiurban,Y,5297,High,Approved,Low Risk
LP002622,Male,Yes,2,Graduate,No,3510,4416,243,360,1,Rural,Y,7926,High,Approved,Low Risk
LP002624,Male,Yes,0,Graduate,No,20833,6667,480,360,1,Urban,Y,27500,Very High,Approved,Low Risk
LP002625,Male,No,0,Graduate,No,3583,0,96,360,1,Urban,N,3583,Medium,Rejected,Low Risk
LP002626,Male,Yes,0,Graduate,Yes,2479,3013,188,360,1,Urban,Y,5492,High,Approved,Low Risk
LP002634,Female,No,1,Graduate,No,13262,0,40,360,1,Urban,Y,13262,Very High,Approved,Low Risk
LP002637,Male,No,0,Not Graduate,No,3598,1287,100,360,1,Rural,N,4885,Medium,Rejected,Low Risk
LP002640,Male,Yes,1,Graduate,No,6065,2004,250,360,1,Semiurban,Y,8069,High,Approved,Low Risk
LP002643,Male,Yes,2,Graduate,No,3283,2035,148,360,1,Urban,Y,5318,High,Approved,Low Risk
LP002648,Male,Yes,0,Graduate,No,2130,6666,70,180,1,Semiurban,N,8796,High,Rejected,Low Risk
LP002652,Male,No,0,Graduate,No,5815,3666,311,360,1,Rural,N,9481,High,Rejected,Low Risk
LP002659,Male,Yes,3+,Graduate,No,3466,3428,150,360,1,Rural,Y,6894,High,Approved,Low Risk
LP002670,Female,Yes,2,Graduate,No,2031,1632,113,480,1,Semiurban,Y,3663,Medium,Approved,Low Risk
LP002682,Male,Yes,0,Not Graduate,No,3074,1800,123,360,0,Semiurban,N,4874,Medium,Rejected,High Risk
LP002683,Male,No,0,Graduate,No,4683,1915,185,360,1,Semiurban,N,6598,High,Rejected,Low Risk
LP002684,Female,No,0,Not Graduate,No,3400,0,95,360,1,Rural,N,3400,Medium,Rejected,Low Risk
LP002689,Male,Yes,2,Not Graduate,No,2192,1742,45,360,1,Semiurban,Y,3934,Medium,Approved,Low Risk
LP002690,Male,No,0,Graduate,No,2500,0,55,360,1,Semiurban,Y,2500,Medium,Approved,Low Risk
LP002692,Male,Yes,3+,Graduate,Yes,5677,1424,100,360,1,Rural,Y,7101,High,Approved,Low Risk
LP002693,Male,Yes,2,Graduate,Yes,7948,7166,480,360,1,Rural,Y,15114,Very High,Approved,Low Risk
LP002697,Male,No,0,Graduate,No,4680,2087,128,360,1,Semiurban,N,6767,High,Rejected,Low Risk
LP002699,Male,Yes,2,Graduate,Yes,17500,0,400,360,1,Rural,Y,17500,Very High,Approved,Low Risk
LP002705,Male,Yes,0,Graduate,No,3775,0,110,360,1,Semiurban,Y,3775,Medium,Approved,Low Risk
LP002706,Male,Yes,1,Not Graduate,No,5285,1430,161,360,0,Semiurban,Y,6715,High,Approved,High Risk
LP002714,Male,No,1,Not Graduate,No,2679,1302,94,360,1,Semiurban,Y,3981,Medium,Approved,Low Risk
LP002716,Male,No,0,Not Graduate,No,6783,0,130,360,1,Semiurban,Y,6783,High,Approved,Low Risk
LP002717,Male,Yes,0,Graduate,No,1025,5500,216,360,1,Rural,Y,6525,High,Approved,Low Risk
LP002720,Male,Yes,3+,Graduate,No,4281,0,100,360,1,Urban,Y,4281,Medium,Approved,Low Risk
LP002723,Male,No,2,Graduate,No,3588,0,110,360,0,Rural,N,3588,Medium,Rejected,High Risk
LP002729,Male,No,1,Graduate,No,11250,0,196,360,1,Semiurban,N,11250,Very High,Rejected,Low Risk
LP002731,Female,No,0,Not Graduate,Yes,18165,0,125,360,1,Urban,Y,18165,Very High,Approved,Low Risk
LP002732,Male,No,0,Not Graduate,,2550,2042,126,360,1,Rural,Y,4592,Medium,Approved,Low Risk
LP002734,Male,Yes,0,Graduate,No,6133,3906,324,360,1,Urban,Y,10039,Very High,Approved,Low Risk
LP002738,Male,No,2,Graduate,No,3617,0,107,360,1,Semiurban,Y,3617,Medium,Approved,Low Risk
LP002739,Male,Yes,0,Not Graduate,No,2917,536,66,360,1,Rural,N,3453,Medium,Rejected,Low Risk
LP002740,Male,Yes,3+,Graduate,No,6417,0,157,180,1,Rural,Y,6417,High,Approved,Low Risk
LP002741,Female,Yes,1,Graduate,No,4608,2845,140,180,1,Semiurban,Y,7453,High,Approved,Low Risk
LP002743,Female,No,0,Graduate,No,2138,0,99,360,0,Semiurban,N,2138,Low,Rejected,High Risk
LP002753,Female,No,1,Graduate,,3652,0,95,360,1,Semiurban,Y,3652,Medium,Approved,Low Risk
LP002755,Male,Yes,1,Not Graduate,No,2239,2524,128,360,1,Urban,Y,4763,Medium,Approved,Low Risk
LP002757,Female,Yes,0,Not Graduate,No,3017,663,102,360,1,Semiurban,Y,3680,Medium,Approved,Low Risk
LP002767,Male,Yes,0,Graduate,No,2768,1950,155,360,1,Rural,Y,4718,Medium,Approved,Low Risk
LP002768,Male,No,0,Not Graduate,No,3358,0,80,36,1,Semiurban,N,3358,Medium,Rejected,Low Risk
LP002772,Male,No,0,Graduate,No,2526,1783,145,360,1,Rural,Y,4309,Medium,Approved,Low Risk
LP002776,Female,No,0,Graduate,No,5000,0,103,360,0,Semiurban,N,5000,High,Rejected,High Risk
LP002777,Male,Yes,0,Graduate,No,2785,2016,110,360,1,Rural,Y,4801,Medium,Approved,Low Risk
LP002778,Male,Yes,2,Graduate,Yes,6633,0,128,360,0,Rural,N,6633,High,Rejected,High Risk
LP002784,Male,Yes,1,Not Graduate,No,2492,2375,128,360,1,Rural,Y,4867,Medium,Approved,Low Risk
LP002785,Male,Yes,1,Graduate,No,3333,3250,158,360,1,Urban,Y,6583,High,Approved,Low Risk
LP002788,Male,Yes,0,Not Graduate,No,2454,2333,181,360,0,Urban,N,4787,Medium,Rejected,High Risk
LP002789,Male,Yes,0,Graduate,No,3593,4266,132,180,0,Rural,N,7859,High,Rejected,High Risk
LP002792,Male,Yes,1,Graduate,No,5468,1032,26,360,1,Semiurban,Y,6500,High,Approved,Low Risk
LP002794,Female,No,0,Graduate,No,2667,1625,84,360,1,Urban,Y,4292,Medium,Approved,Low Risk
LP002795,Male,Yes,3+,Graduate,Yes,10139,0,260,360,1,Semiurban,Y,10139,Very High,Approved,Low Risk
LP002798,Male,Yes,0,Graduate,No,3887,2669,162,360,1,Semiurban,Y,6556,High,Approved,Low Risk
LP002804,Female,Yes,0,Graduate,No,4180,2306,182,360,1,Semiurban,Y,6486,High,Approved,Low Risk
LP002807,Male,Yes,2,Not Graduate,No,3675,242,108,360,1,Semiurban,Y,3917,Medium,Approved,Low Risk
LP002813,Female,Yes,1,Graduate,Yes,19484,0,600,360,1,Semiurban,Y,19484,Very High,Approved,Low Risk
LP002820,Male,Yes,0,Graduate,No,5923,2054,211,360,1,Rural,Y,7977,High,Approved,Low Risk
LP002821,Male,No,0,Not Graduate,Yes,5800,0,132,360,1,Semiurban,Y,5800,High,Approved,Low Risk
LP002832,Male,Yes,2,Graduate,No,8799,0,258,360,0,Urban,N,8799,High,Rejected,High Risk
LP002833,Male,Yes,0,Not Graduate,No,4467,0,120,360,1,Rural,Y,4467,Medium,Approved,Low Risk
LP002836,Male,No,0,Graduate,No,3333,0,70,360,1,Urban,Y,3333,Medium,Approved,Low Risk
LP002837,Male,Yes,3+,Graduate,No,3400,2500,123,360,0,Rural,N,5900,High,Rejected,High Risk
LP002840,Female,No,0,Graduate,No,2378,0,9,360,1,Urban,N,2378,Low,Rejected,Low Risk
LP002841,Male,Yes,0,Graduate,No,3166,2064,104,360,0,Urban,N,5230,High,Rejected,High Risk
LP002842,Male,Yes,1,Graduate,No,3417,1750,186,360,1,Urban,Y,5167,High,Approved,Low Risk
LP002847,Male,Yes,0,Graduate,No,5116,1451,165,360,0,Urban,N,6567,High,Rejected,High Risk
LP002855,Male,Yes,2,Graduate,No,16666,0,275,360,1,Urban,Y,16666,Very High,Approved,Low Risk
LP002862,Male,Yes,2,Not Graduate,No,6125,1625,187,480,1,Semiurban,N,7750,High,Rejected,Low Risk
LP002863,Male,Yes,3+,Graduate,No,6406,0,150,360,1,Semiurban,N,6406,High,Rejected,Low Risk
LP002868,Male,Yes,2,Graduate,No,3159,461,108,84,1,Urban,Y,3620,Medium,Approved,Low Risk
LP002872,Male,Yes,0,Graduate,No,3087,2210,136,360,0,Semiurban,N,5297,High,Rejected,High Risk
LP002874,Male,No,0,Graduate,No,3229,2739,110,360,1,Urban,Y,5968,High,Approved,Low Risk
LP002877,Male,Yes,1,Graduate,No,1782,2232,107,360,1,Rural,Y,4014,Medium,Approved,Low Risk
LP002888,Male,No,0,Graduate,,3182,2917,161,360,1,Urban,Y,6099,High,Approved,Low Risk
LP002892,Male,Yes,2,Graduate,No,6540,0,205,360,1,Semiurban,Y,6540,High,Approved,Low Risk
LP002893,Male,No,0,Graduate,No,1836,33837,90,360,1,Urban,N,35673,Very High,Rejected,Low Risk
LP002894,Female,Yes,0,Graduate,No,3166,0,36,360,1,Semiurban,Y,3166,Medium,Approved,Low Risk
LP002898,Male,Yes,1,Graduate,No,1880,0,61,360,1,Rural,N,1880,Low,Rejected,Low Risk
LP002911,Male,Yes,1,Graduate,No,2787,1917,146,360,0,Rural,N,4704,Medium,Rejected,High Risk
LP002912,Male,Yes,1,Graduate,No,4283,3000,172,84,1,Rural,N,7283,High,Rejected,Low Risk
LP002916,Male,Yes,0,Graduate,No,2297,1522,104,360,1,Urban,Y,3819,Medium,Approved,Low Risk
LP002917,Female,No,0,Not Graduate,No,2165,0,70,360,1,Semiurban,Y,2165,Low,Approved,Low Risk
LP002925,Male,No,0,Graduate,No,4750,0,94,360,1,Semiurban,Y,4750,Medium,Approved,Low Risk
LP002926,Male,Yes,2,Graduate,Yes,2726,0,106,360,0,Semiurban,N,2726,Medium,Rejected,High Risk
LP002928,Male,Yes,0,Graduate,No,3000,3416,56,180,1,Semiurban,Y,6416,High,Approved,Low Risk
LP002931,Male,Yes,2,Graduate,Yes,6000,0,205,240,1,Semiurban,N,6000,High,Rejected,Low Risk
LP002933,Male,No,3+,Graduate,Yes,9357,0,292,360,1,Semiurban,Y,9357,High,Approved,Low Risk
LP002936,Male,Yes,0,Graduate,No,3859,3300,142,180,1,Rural,Y,7159,High,Approved,Low Risk
LP002938,Male,Yes,0,Graduate,Yes,16120,0,260,360,1,Urban,Y,16120,Very High,Approved,Low Risk
LP002940,Male,No,0,Not Graduate,No,3833,0,110,360,1,Rural,Y,3833,Medium,Approved,Low Risk
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000,187,360,1,Rural,N,7383,High,Rejected,Low Risk
LP002943,Male,No,0,Graduate,No,2987,0,88,360,0,Semiurban,N,2987,Medium,Rejected,High Risk
LP002945,Male,Yes,0,Graduate,Yes,9963,0,180,360,1,Rural,Y,9963,High,Approved,Low Risk
LP002948,Male,Yes,2,Graduate,No,5780,0,192,360,1,Urban,Y,5780,High,Approved,Low Risk
LP002949,Female,No,3+,Graduate,,416,41667,350,180,1,Urban,N,42083,Very High,Rejected,Low Risk
LP002950,Male,Yes,0,Not Graduate,,2894,2792,155,360,1,Rural,Y,5686,High,Approved,Low Risk
LP002953,Male,Yes,3+,Graduate,No,5703,0,128,360,1,Urban,Y,5703,High,Approved,Low Risk
LP002958,Male,No,0,Graduate,No,3676,4301,172,360,1,Rural,Y,7977,High,Approved,Low Risk
LP002959,Female,Yes,1,Graduate,No,12000,0,496,360,1,Semiurban,Y,12000,Very High,Approved,Low Risk
LP002960,Male,Yes,0,Not Graduate,No,2400,3800,128,180,1,Urban,N,6200,High,Rejected,Low Risk
LP002961,Male,Yes,1,Graduate,No,3400,2500,173,360,1,Semiurban,Y,5900,High,Approved,Low Risk
LP002964,Male,Yes,2,Not Graduate,No,3987,1411,157,360,1,Rural,Y,5398,High,Approved,Low Risk
LP002974,Male,Yes,0,Graduate,No,3232,1950,108,360,1,Rural,Y,5182,High,Approved,Low Risk
LP002978,Female,No,0,Graduate,No,2900,0,71,360,1,Rural,Y,2900,Medium,Approved,Low Risk
LP002979,Male,Yes,3+,Graduate,No,4106,0,40,180,1,Rural,Y,4106,Medium,Approved,Low Risk
LP002983,Male,Yes,1,Graduate,No,8072,240,253,360,1,Urban,Y,8312,High,Approved,Low Risk
LP002984,Male,Yes,2,Graduate,No,7583,0,187,360,1,Urban,Y,7583,High,Approved,Low Risk
LP002990,Female,No,0,Graduate,Yes,4583,0,133,360,0,Semiurban,N,4583,Medium,Rejected,High Risk
